Expert,Shortfall,BestEstimateR,MinKnowledge,MaxKnowledge,ConfExpert,CredExpert,Domain,Group,FuncGroup,Subgroup
Annon6,LINNEAN,80,70,100,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon6,PRESTONIAN,40,30,50,90,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon6,PRESTONIAN,40,20,50,90,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon6,PRESTONIAN,60,50,80,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon6,PRESTONIAN,70,60,80,90,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon6,PRESTONIAN,80,70,100,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon6,RAUNKIAERAN,40,20,50,90,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon6,RAUNKIAERAN,50,20,60,90,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon6,RAUNKIAERAN,70,60,80,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon6,RAUNKIAERAN,80,70,90,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon6,RAUNKIAERAN,80,70,90,90,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon6,WALLACEAN,40,20,50,90,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon6,WALLACEAN,70,60,90,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon6,WALLACEAN,70,60,90,90,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon6,WALLACEAN,70,60,80,90,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon6,WALLACEAN,70,60,90,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon7,DARWINIAN,0,0,0.01,80,80,Microorganisms,Virus,Virus,
Annon7,DARWINIAN,0.03,0.01,0.05,80,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon7,DARWINIAN,0.03,0.01,0.05,90,80,Microorganisms,Procaryota,Bacteria,
Annon7,DARWINIAN,0.3,0.1,0.5,90,80,Microorganisms,Procaryota,Archaea,
Annon7,ELTONIAN,0.03,0.01,0.05,90,80,Microorganisms,Procaryota,Archaea,
Annon7,ELTONIAN,0.03,0.01,0.05,80,80,Microorganisms,Virus,Virus,
Annon7,ELTONIAN,0.3,0.1,0.5,80,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon7,ELTONIAN,0.3,0.1,0.5,90,80,Microorganisms,Procaryota,Bacteria,
Annon7,HUTCHINSONIAN,0,0,0.1,80,80,Microorganisms,Virus,Virus,
Annon7,HUTCHINSONIAN,0,0,0.01,90,80,Microorganisms,Procaryota,Archaea,
Annon7,HUTCHINSONIAN,0.01,0.01,0.01,80,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon7,HUTCHINSONIAN,0.03,0.01,0.05,90,80,Microorganisms,Procaryota,Bacteria,
Annon7,LINNEAN,0.03,0.01,0.05,80,80,Microorganisms,Virus,Virus,
Annon7,LINNEAN,3,1,5,90,80,Microorganisms,Procaryota,Bacteria,
Annon7,LINNEAN,3.5,2,5,80,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon7,LINNEAN,15,10,20,90,80,Microorganisms,Procaryota,Archaea,
Annon7,PRESTONIAN,0.02,0.01,0.02,80,80,Microorganisms,Virus,Virus,
Annon7,PRESTONIAN,0.25,0.2,0.3,90,80,Microorganisms,Procaryota,Archaea,
Annon7,PRESTONIAN,0.3,0.1,0.5,80,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon7,PRESTONIAN,0.3,0.1,0.5,90,80,Microorganisms,Procaryota,Bacteria,
Annon7,RAUNKIAERAN,0,0,0.01,80,80,Microorganisms,Virus,Virus,
Annon7,RAUNKIAERAN,0.35,0.2,0.5,80,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon7,RAUNKIAERAN,2.5,1,5,90,80,Microorganisms,Procaryota,Bacteria,
Annon7,RAUNKIAERAN,15,10,20,90,80,Microorganisms,Procaryota,Archaea,
Annon7,WALLACEAN,0.02,0.01,0.02,80,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon7,WALLACEAN,0.02,0.01,0.02,90,80,Microorganisms,Procaryota,Bacteria,
Annon7,WALLACEAN,0.02,0.01,0.02,90,80,Microorganisms,Procaryota,Archaea,
Annon7,WALLACEAN,0.02,0.01,0.02,80,80,Microorganisms,Virus,Virus,
Annon8,DARWINIAN,2,1,5,80,80,Microorganisms,SAR/Chromista,Algal mix,
Annon8,DARWINIAN,30,10,80,90,80,Plantae,Embryophyta,Bryophytes,
Annon8,DARWINIAN,30,10,80,70,80,Fungi,Holomycota,Lichenic fungi,
Annon8,DARWINIAN,98,90,99,80,80,Plantae,Embryophyta,Vascular,
Annon8,ELTONIAN,2,1,5,80,80,Microorganisms,SAR/Chromista,Algal mix,
Annon8,ELTONIAN,5,1,10,90,80,Plantae,Embryophyta,Bryophytes,
Annon8,ELTONIAN,5,1,15,70,80,Fungi,Holomycota,Lichenic fungi,
Annon8,ELTONIAN,50,5,60,80,80,Plantae,Embryophyta,Vascular,
Annon8,HUTCHINSONIAN,2,1,5,80,80,Microorganisms,SAR/Chromista,Algal mix,
Annon8,HUTCHINSONIAN,15,5,40,90,80,Plantae,Embryophyta,Bryophytes,
Annon8,HUTCHINSONIAN,15,5,50,70,80,Fungi,Holomycota,Lichenic fungi,
Annon8,HUTCHINSONIAN,80,60,90,80,80,Plantae,Embryophyta,Vascular,
Annon8,LINNEAN,5,5,30,80,80,Microorganisms,SAR/Chromista,Algal mix,
Annon8,LINNEAN,70,40,90,70,80,Fungi,Holomycota,Lichenic fungi,
Annon8,LINNEAN,90,70,95,90,80,Plantae,Embryophyta,Bryophytes,
Annon8,LINNEAN,99,95,100,80,80,Plantae,Embryophyta,Vascular,
Annon8,PRESTONIAN,2,1,5,80,80,Microorganisms,SAR/Chromista,Algal mix,
Annon8,PRESTONIAN,30,10,50,90,80,Plantae,Embryophyta,Bryophytes,
Annon8,PRESTONIAN,30,10,50,70,80,Fungi,Holomycota,Lichenic fungi,
Annon8,PRESTONIAN,80,60,90,80,80,Plantae,Embryophyta,Vascular,
Annon8,RAUNKIAERAN,2,1,5,80,80,Microorganisms,SAR/Chromista,Algal mix,
Annon8,RAUNKIAERAN,20,10,60,90,80,Plantae,Embryophyta,Bryophytes,
Annon8,RAUNKIAERAN,30,10,60,70,80,Fungi,Holomycota,Lichenic fungi,
Annon8,RAUNKIAERAN,85,70,90,80,80,Plantae,Embryophyta,Vascular,
Annon8,WALLACEAN,3,1,10,80,80,Microorganisms,SAR/Chromista,Algal mix,
Annon8,WALLACEAN,40,15,80,70,80,Fungi,Holomycota,Lichenic fungi,
Annon8,WALLACEAN,50,20,80,90,80,Plantae,Embryophyta,Bryophytes,
Annon8,WALLACEAN,95,75,97,80,80,Plantae,Embryophyta,Vascular,
Annon9,DARWINIAN,80,70,90,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon9,DARWINIAN,80,70,90,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon9,DARWINIAN,97,95,100,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon9,DARWINIAN,97,95,99,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon9,ELTONIAN,50,40,60,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon9,ELTONIAN,60,75,90,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon9,ELTONIAN,60,50,70,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon9,ELTONIAN,80,70,90,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon9,HUTCHINSONIAN,75,70,85,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon9,HUTCHINSONIAN,90,85,95,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon9,HUTCHINSONIAN,90,80,95,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon9,HUTCHINSONIAN,90,85,95,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon9,LINNEAN,99,98,100,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon9,LINNEAN,100,99,100,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon9,LINNEAN,100,99,100,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon9,LINNEAN,100,99,100,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon9,PRESTONIAN,60,50,70,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon9,PRESTONIAN,70,60,80,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon9,PRESTONIAN,90,85,95,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon9,PRESTONIAN,99,98,100,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon9,RAUNKIAERAN,50,30,70,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon9,RAUNKIAERAN,70,60,80,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon9,RAUNKIAERAN,80,70,90,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon9,RAUNKIAERAN,90,80,95,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon9,WALLACEAN,50,30,70,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon9,WALLACEAN,75,60,90,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon9,WALLACEAN,85,80,90,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon9,WALLACEAN,95,80,99,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon10,DARWINIAN,75,70,90,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon10,DARWINIAN,85,80,99,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon10,DARWINIAN,90,80,95,70,80,Animalia,Vertebrata,Mammalia,Phocids
Annon10,DARWINIAN,95,80,95,70,80,Animalia,Vertebrata,Mammalia,Otarids
Annon10,ELTONIAN,75,50,80,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon10,ELTONIAN,80,70,90,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon10,ELTONIAN,80,75,90,70,80,Animalia,Vertebrata,Mammalia,Otarids
Annon10,ELTONIAN,85,75,90,70,80,Animalia,Vertebrata,Mammalia,Phocids
Annon10,HUTCHINSONIAN,50,40,60,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon10,HUTCHINSONIAN,60,50,70,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon10,HUTCHINSONIAN,60,50,70,70,80,Animalia,Vertebrata,Mammalia,Phocids
Annon10,HUTCHINSONIAN,60,50,70,70,80,Animalia,Vertebrata,Mammalia,Otarids
Annon10,LINNEAN,90,80,99,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon10,LINNEAN,98,96,100,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon10,LINNEAN,100,90,100,70,80,Animalia,Vertebrata,Mammalia,Phocids
Annon10,LINNEAN,100,90,100,70,80,Animalia,Vertebrata,Mammalia,Otarids
Annon10,PRESTONIAN,80,75,85,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon10,PRESTONIAN,90,70,95,70,80,Animalia,Vertebrata,Mammalia,Phocids
Annon10,PRESTONIAN,93,70,95,70,80,Animalia,Vertebrata,Mammalia,Otarids
Annon10,PRESTONIAN,95,80,96,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon10,RAUNKIAERAN,60,55,65,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon10,RAUNKIAERAN,75,70,85,70,80,Animalia,Vertebrata,Mammalia,Phocids
Annon10,RAUNKIAERAN,75,70,85,70,80,Animalia,Vertebrata,Mammalia,Otarids
Annon10,RAUNKIAERAN,80,70,90,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon10,WALLACEAN,80,75,85,90,80,Animalia,Vertebrata,Aves,Other seabirds
Annon10,WALLACEAN,90,80,95,90,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon10,WALLACEAN,95,80,96,70,80,Animalia,Vertebrata,Mammalia,Phocids
Annon10,WALLACEAN,95,80,96,70,80,Animalia,Vertebrata,Mammalia,Otarids
Annon11,DARWINIAN,0,0,0.01,80,80,Microorganisms,Virus,Virus,
Annon11,DARWINIAN,0.1,0.01,0.5,80,80,Microorganisms,Procaryota,Bacteria,
Annon11,DARWINIAN,0.2,0.02,0.5,80,80,Microorganisms,Procaryota,Archaea,
Annon11,DARWINIAN,0.5,0.02,1,90,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon11,DARWINIAN,0.5,0.02,2,80,80,Microorganisms,SAR/Chromista,Protozoans,
Annon11,DARWINIAN,1,0.1,2,60,80,Microorganisms,SAR/Chromista,Algal mix,
Annon11,DARWINIAN,2,1,5,60,80,Plantae,Embryophyta,Bryophytes,
Annon11,DARWINIAN,2,1,5,70,80,Fungi,Holomycota,Lichenic fungi,
Annon11,DARWINIAN,50,10,70,80,80,Plantae,Embryophyta,Vascular,
Annon11,ELTONIAN,0,0,0.01,80,80,Microorganisms,Virus,Virus,
Annon11,ELTONIAN,0.01,0,0.05,90,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon11,ELTONIAN,0.01,0,0.05,80,80,Microorganisms,Procaryota,Bacteria,
Annon11,ELTONIAN,0.02,0,0.05,80,80,Microorganisms,Procaryota,Archaea,
Annon11,ELTONIAN,0.05,0,0.2,80,80,Microorganisms,SAR/Chromista,Protozoans,
Annon11,ELTONIAN,0.1,0,1.5,60,80,Microorganisms,SAR/Chromista,Algal mix,
Annon11,ELTONIAN,0.5,0.1,5,60,80,Plantae,Embryophyta,Bryophytes,
Annon11,ELTONIAN,1,0.1,5,70,80,Fungi,Holomycota,Lichenic fungi,
Annon11,ELTONIAN,40,10,60,80,80,Plantae,Embryophyta,Vascular,
Annon11,HUTCHINSONIAN,0,0,0,80,80,Microorganisms,Virus,Virus,
Annon11,HUTCHINSONIAN,0.01,0,0.1,80,80,Microorganisms,Procaryota,Bacteria,
Annon11,HUTCHINSONIAN,0.01,0,0.1,80,80,Microorganisms,Procaryota,Archaea,
Annon11,HUTCHINSONIAN,0.05,0,0.1,90,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon11,HUTCHINSONIAN,0.05,0,0.5,80,80,Microorganisms,SAR/Chromista,Protozoans,
Annon11,HUTCHINSONIAN,0.2,0,2,60,80,Microorganisms,SAR/Chromista,Algal mix,
Annon11,HUTCHINSONIAN,1,0.1,5,70,80,Fungi,Holomycota,Lichenic fungi,
Annon11,HUTCHINSONIAN,2,0.5,5,60,80,Plantae,Embryophyta,Bryophytes,
Annon11,HUTCHINSONIAN,30,10,50,80,80,Plantae,Embryophyta,Vascular,
Annon11,LINNEAN,0.01,0,0.1,80,80,Microorganisms,Virus,Virus,
Annon11,LINNEAN,1,0.1,5,80,80,Microorganisms,Procaryota,Bacteria,
Annon11,LINNEAN,2,0.2,10,90,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon11,LINNEAN,2,0.2,5,80,80,Microorganisms,Procaryota,Archaea,
Annon11,LINNEAN,5,0.2,20,80,80,Microorganisms,SAR/Chromista,Protozoans,
Annon11,LINNEAN,50,30,75,60,80,Microorganisms,SAR/Chromista,Algal mix,
Annon11,LINNEAN,70,50,80,70,80,Fungi,Holomycota,Lichenic fungi,
Annon11,LINNEAN,75,60,90,60,80,Plantae,Embryophyta,Bryophytes,
Annon11,LINNEAN,100,100,100,80,80,Plantae,Embryophyta,Vascular,
Annon11,PRESTONIAN,0,0,0,80,80,Microorganisms,Virus,Virus,
Annon11,PRESTONIAN,0,0,0.05,80,80,Microorganisms,Procaryota,Archaea,
Annon11,PRESTONIAN,0.01,0,0.1,80,80,Microorganisms,Procaryota,Bacteria,
Annon11,PRESTONIAN,0.1,0.01,0.5,80,80,Microorganisms,SAR/Chromista,Protozoans,
Annon11,PRESTONIAN,0.1,0,0.5,90,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon11,PRESTONIAN,5,2,10,60,80,Microorganisms,SAR/Chromista,Algal mix,
Annon11,PRESTONIAN,10,5,30,60,80,Plantae,Embryophyta,Bryophytes,
Annon11,PRESTONIAN,10,5,30,70,80,Fungi,Holomycota,Lichenic fungi,
Annon11,PRESTONIAN,40,25,60,80,80,Plantae,Embryophyta,Vascular,
Annon11,RAUNKIAERAN,0,0,0,80,80,Microorganisms,Virus,Virus,
Annon11,RAUNKIAERAN,0,0,0.05,80,80,Microorganisms,Procaryota,Archaea,
Annon11,RAUNKIAERAN,0.01,0,0.1,80,80,Microorganisms,Procaryota,Bacteria,
Annon11,RAUNKIAERAN,0.1,0.01,0.5,80,80,Microorganisms,SAR/Chromista,Protozoans,
Annon11,RAUNKIAERAN,0.1,0,0.5,90,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon11,RAUNKIAERAN,0.1,0,1,60,80,Microorganisms,SAR/Chromista,Algal mix,
Annon11,RAUNKIAERAN,0.5,0.05,3,60,80,Plantae,Embryophyta,Bryophytes,
Annon11,RAUNKIAERAN,0.5,0.01,2,70,80,Fungi,Holomycota,Lichenic fungi,
Annon11,RAUNKIAERAN,20,5,40,80,80,Plantae,Embryophyta,Vascular,
Annon11,WALLACEAN,0,0,0,80,80,Microorganisms,Virus,Virus,
Annon11,WALLACEAN,0.01,0,0.2,80,80,Microorganisms,Procaryota,Bacteria,
Annon11,WALLACEAN,0.01,0,0.2,80,80,Microorganisms,Procaryota,Archaea,
Annon11,WALLACEAN,0.2,0.02,2,90,80,Fungi,Holomycota,Non-lichenic fungi and yeast,
Annon11,WALLACEAN,1,0.2,5,80,80,Microorganisms,SAR/Chromista,Protozoans,
Annon11,WALLACEAN,10,2,25,60,80,Microorganisms,SAR/Chromista,Algal mix,
Annon11,WALLACEAN,20,5,30,60,80,Plantae,Embryophyta,Bryophytes,
Annon11,WALLACEAN,20,5,30,70,80,Fungi,Holomycota,Lichenic fungi,
Annon11,WALLACEAN,50,40,70,80,80,Plantae,Embryophyta,Vascular,
Annon12,DARWINIAN,30,10,40,90,80,Fungi,Holomycota,Lichenic fungi,
Annon12,DARWINIAN,70,60,80,80,80,Plantae,Embryophyta,Vascular,
Annon12,ELTONIAN,15,10,20,90,80,Plantae,Embryophyta,Bryophytes,
Annon12,ELTONIAN,15,10,20,90,80,Fungi,Holomycota,Lichenic fungi,
Annon12,ELTONIAN,20,10,30,80,80,Plantae,Embryophyta,Vascular,
Annon12,HUTCHINSONIAN,50,40,60,90,80,Plantae,Embryophyta,Bryophytes,
Annon12,HUTCHINSONIAN,75,60,80,90,80,Fungi,Holomycota,Lichenic fungi,
Annon12,HUTCHINSONIAN,95,90,100,80,80,Plantae,Embryophyta,Vascular,
Annon12,LINNEAN,75,40,85,90,80,Fungi,Holomycota,Lichenic fungi,
Annon12,PRESTONIAN,30,20,40,90,80,Fungi,Holomycota,Lichenic fungi,
Annon12,PRESTONIAN,90,80,100,80,80,Plantae,Embryophyta,Vascular,
Annon12,RAUNKIAERAN,35,10,45,90,80,Fungi,Holomycota,Lichenic fungi,
Annon12,RAUNKIAERAN,70,60,80,80,80,Plantae,Embryophyta,Vascular,
Annon12,WALLACEAN,60,30,70,90,80,Fungi,Holomycota,Lichenic fungi,
Annon13,DARWINIAN,20,10,30,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon13,DARWINIAN,20,10,30,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon13,DARWINIAN,25,15,40,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon13,DARWINIAN,25,15,40,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon13,DARWINIAN,50,20,70,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon13,ELTONIAN,5,2,10,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon13,ELTONIAN,10,5,15,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon13,ELTONIAN,15,5,25,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon13,ELTONIAN,40,30,50,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon13,ELTONIAN,40,30,50,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon13,HUTCHINSONIAN,10,5,15,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon13,HUTCHINSONIAN,10,5,15,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon13,HUTCHINSONIAN,10,5,15,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon13,HUTCHINSONIAN,15,10,20,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon13,HUTCHINSONIAN,20,10,30,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon13,LINNEAN,20,5,30,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon13,LINNEAN,25,10,40,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon13,LINNEAN,40,20,50,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon13,LINNEAN,70,50,80,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon13,LINNEAN,80,50,90,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon13,PRESTONIAN,10,5,15,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon13,PRESTONIAN,15,5,25,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon13,PRESTONIAN,15,5,25,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon13,PRESTONIAN,20,10,40,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon13,PRESTONIAN,20,5,30,80,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon13,RAUNKIAERAN,20,15,25,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon13,RAUNKIAERAN,30,20,40,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon13,RAUNKIAERAN,40,30,50,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon13,RAUNKIAERAN,40,20,60,90,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
